date,year,month,season,state,state_abbr,primary_mode,etiology,serotype_or_genotype,ifsac_category,setting,illnesses,hospitalizations,deaths,outbreak_severity,food_vehicle_missing,water_exposure,water_exposure_missing,water_type,water_type_group,animal_type,animal_group,is_food_related,is_water_related,is_animal_related
2010-04-01,2010,4,Spring,Multistate,Unknown,Food,Salmonella enterica,Berta,Turkey,Private home/residence,35,0.32847251668375016,-0.0910808702943546,35.2373916463894,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-04-01,2010,4,Spring,Multistate,Unknown,Food,Salmonella enterica;Salmonella enterica,Baildon;Hartford,Not Applicable,Restaurant: Fast-food (drive up service or pay at counter),155,4.689651868981148,-0.0910808702943546,159.5985709986868,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-04-01,2010,4,Spring,North Carolina,NC,Food,Salmonella enterica,Enteritidis,Multiple,Unknown,65,1.8677122880828316,-0.0910808702943546,66.77663141778848,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-04-01,2010,4,Spring,Oregon,OR,Person-to-person,Unknown,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,26,0.07193255478390324,-0.0910808702943546,25.980851684489547,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Clostridium,Not Applicable,Not Applicable,Unknown,20,-0.18460740711594367,-0.0910808702943546,19.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,38,-0.18460740711594367,-0.0910808702943546,37.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,24,-0.18460740711594367,-0.0910808702943546,23.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,73,-0.18460740711594367,-0.0910808702943546,72.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,15,-0.18460740711594367,-0.0910808702943546,14.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,54,-0.18460740711594367,-0.0910808702943546,53.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,49,-0.18460740711594367,-0.0910808702943546,48.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,45,-0.18460740711594367,-0.0910808702943546,44.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,56,-0.18460740711594367,-0.0910808702943546,55.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,51,-0.18460740711594367,-0.0910808702943546,50.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Salmonella,Not Applicable,Not Applicable,Unknown,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,20,-0.18460740711594367,-0.0910808702943546,19.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,9,-0.18460740711594367,-0.0910808702943546,8.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,32,-0.18460740711594367,-0.0910808702943546,31.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,13,-0.18460740711594367,-0.0910808702943546,12.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,43,-0.18460740711594367,-0.0910808702943546,42.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,15,-0.18460740711594367,-0.0910808702943546,14.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,23,-0.18460740711594367,-0.0910808702943546,22.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,62,-0.18460740711594367,-0.0910808702943546,61.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,6,-0.18460740711594367,-0.0910808702943546,5.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,32,-0.18460740711594367,-0.0910808702943546,31.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,New York,NY,Person-to-person,Salmonella,Not Applicable,Not Applicable,Unknown,3,-0.18460740711594367,-0.0910808702943546,2.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,46,-0.18460740711594367,-0.0910808702943546,45.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,Child daycare/preschool,36,-0.18460740711594367,-0.0910808702943546,35.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,School/college/university,128,-0.18460740711594367,-0.0910808702943546,127.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,42,-0.18460740711594367,-0.0910808702943546,41.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,School/college/university,311,0.07193255478390324,-0.0910808702943546,310.98085168448955,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,7,-0.18460740711594367,-0.0910808702943546,6.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,29,-0.18460740711594367,-0.0910808702943546,28.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,44,-0.18460740711594367,-0.0910808702943546,43.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,33,0.32847251668375016,-0.0910808702943546,33.2373916463894,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,44,-0.18460740711594367,-0.0910808702943546,43.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,15,0.32847251668375016,-0.0910808702943546,15.237391646389396,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,17,0.07193255478390324,-0.0910808702943546,16.980851684489547,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,55,-0.18460740711594367,-0.0910808702943546,54.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-04-01,2010,4,Spring,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,Other,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Michigan,MI,Person-to-person,Unknown,Not Applicable,Not Applicable,Unknown,6,-0.18460740711594367,-0.0910808702943546,5.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Virginia,VA,Food,Giardia duodenalis,Not Applicable,Not Applicable,Restaurant: Sit-down dining,5,0.07193255478390324,-0.0910808702943546,4.980851684489549,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Ohio,OH,Food,Norovirus Genogroup II,GII.12,Multiple,Restaurant: Sit-down dining,9,-0.18460740711594367,-0.0910808702943546,8.724311722589702,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Ohio,OH,Food,Unknown,Not Applicable,Not Applicable,Restaurant: Sit-down dining,3,-0.18460740711594367,-0.0910808702943546,2.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Louisiana,LA,Food,Clostridium perfringens,Not Applicable,Not Applicable,Unknown,54,0.5850124785835971,7.226797210734081,61.811809689317684,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Illinois,IL,Food,Unknown,Not Applicable,Multiple,Restaurant: Sit-down dining,9,-0.18460740711594367,-0.0910808702943546,8.724311722589702,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Illinois,IL,Food,Norovirus,Not Applicable,Multiple,Banquet Facility (food prepared and served on-site),53,0.07193255478390324,-0.0910808702943546,52.98085168448955,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Kansas,KS,Food,Unknown,Not Applicable,Multiple,Restaurant: Sit-down dining,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Kansas,KS,Food,Norovirus Genogroup II,Not Applicable,Not Applicable,Restaurant: Sit-down dining,5,-0.18460740711594367,-0.0910808702943546,4.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Virginia,VA,Food,Norovirus unknown,Not Applicable,Not Applicable,Restaurant: Sit-down dining,4,-0.18460740711594367,-0.0910808702943546,3.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Pennsylvania,PA,Indeterminate/unknown,Unknown,Not Applicable,Not Applicable,Unknown,9,-0.18460740711594367,-0.0910808702943546,8.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Illinois,IL,Food,Norovirus Genogroup II,Not Applicable,Not Applicable,Restaurant: Fast-food (drive up service or pay at counter),5,-0.18460740711594367,-0.0910808702943546,4.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Illinois,IL,Food,Norovirus Genogroup II,Not Applicable,Not Applicable,Restaurant: Other,9,-0.18460740711594367,-0.0910808702943546,8.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Ohio,OH,Person-to-person,Unknown,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,17,0.32847251668375016,-0.0910808702943546,17.237391646389394,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Tennessee,TN,Indeterminate/unknown,Norovirus Genogroup I,GI.3,Not Applicable,Unknown,3,-0.18460740711594367,-0.0910808702943546,2.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Tennessee,TN,Person-to-person,Norovirus Genogroup I,Not Applicable,Not Applicable,School/college/university,36,-0.18460740711594367,-0.0910808702943546,35.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Minnesota,MN,Indeterminate/unknown,Norovirus Genogroup I,unknown,Not Applicable,Unknown,4,-0.18460740711594367,-0.0910808702943546,3.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Minnesota,MN,Food,Clostridium perfringens,Not Applicable,Not Applicable,Restaurant: Sit-down dining,24,-0.18460740711594367,-0.0910808702943546,23.7243117225897,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Minnesota,MN,Person-to-person,Norovirus,Not Applicable,Not Applicable,School/college/university,69,-0.18460740711594367,-0.0910808702943546,68.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Minnesota,MN,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,9,-0.18460740711594367,-0.0910808702943546,8.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Massachusetts,MA,Person-to-person,Unknown,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,4,-0.18460740711594367,-0.0910808702943546,3.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Ohio,OH,Indeterminate/unknown,Unknown,Not Applicable,Not Applicable,Unknown,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Illinois,IL,Food,Unknown,Not Applicable,Not Applicable,Banquet Facility (food prepared and served on-site),3,-0.18460740711594367,-0.0910808702943546,2.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Ohio,OH,Food,Unknown,Not Applicable,Not Applicable,Restaurant: Sit-down dining,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Ohio,OH,Person-to-person,Norovirus Genogroup II,GII.4 New Orleans,Not Applicable,Long-term care/nursing home/assisted living facility,12,-0.18460740711594367,-0.0910808702943546,11.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Pennsylvania,PA,Water,Legionella pneumophila,serogroup 1,Not Applicable,Other,3,0.5850124785835971,2.348211823381791,5.933224301965388,Missing,Drinking water,Present,Community,Drinking/Community Water,Not Applicable,Missing/NA,0,1,0
2010-05-01,2010,5,Spring,Ohio,OH,Person-to-person,Salmonella enterica,Typhimurium,Not Applicable,Private home/residence,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Missouri,MO,Food,Norovirus Genogroup I,Not Applicable,Not Applicable,Restaurant: Sit-down dining,23,-0.18460740711594367,-0.0910808702943546,22.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Florida,FL,Food,Vibrio parahaemolyticus,Not Applicable,Mollusks,Restaurant: Sit-down dining,2,0.07193255478390324,-0.0910808702943546,1.9808516844895485,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Oregon,OR,Food,Unknown,Not Applicable,Not Applicable,Restaurant: Sit-down dining,15,-0.18460740711594367,-0.0910808702943546,14.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Oregon,OR,Food,Norovirus Genogroup II,Not Applicable,Not Applicable,Restaurant: Sit-down dining,21,-0.18460740711594367,-0.0910808702943546,20.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Ohio,OH,Food,Salmonella enterica,Enteritidis,Not Applicable,Restaurant: Other,3,0.07193255478390324,-0.0910808702943546,2.9808516844895485,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Pennsylvania,PA,Food,Salmonella enterica,Enteritidis,Eggs,Restaurant: Sit-down dining;Banquet Facility (food prepared and served on-site),37,1.0980924023832908,-0.0910808702943546,38.00701153208894,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Arizona,AZ,Person-to-person,Norovirus Genogroup I,unknown,Not Applicable,School/college/university,17,-0.18460740711594367,-0.0910808702943546,16.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Minnesota,MN,Food,Norovirus Genogroup II,Not Applicable,Not Applicable,Restaurant: Fast-food (drive up service or pay at counter),8,-0.18460740711594367,-0.0910808702943546,7.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Minnesota,MN,Food,Norovirus Genogroup II,Not Applicable,Multiple,Restaurant: Sit-down dining,24,-0.18460740711594367,-0.0910808702943546,23.7243117225897,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Minnesota,MN,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Dairy,Other,8,1.0980924023832908,-0.0910808702943546,9.007011532088937,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Arizona,AZ,Person-to-person,Norovirus Genogroup II,Not Applicable,Not Applicable,Child daycare/preschool,7,-0.18460740711594367,-0.0910808702943546,6.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Arizona,AZ,Food,Unknown,Not Applicable,Not Applicable,Restaurant: Fast-food (drive up service or pay at counter),6,-0.18460740711594367,-0.0910808702943546,5.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Wisconsin,WI,Person-to-person,Norovirus Genogroup II,unknown,Not Applicable,Long-term care/nursing home/assisted living facility,8,-0.18460740711594367,-0.0910808702943546,7.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Pennsylvania,PA,Indeterminate/unknown,Unknown,Not Applicable,Not Applicable,Unknown,13,-0.18460740711594367,-0.0910808702943546,12.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Pennsylvania,PA,Indeterminate/unknown,Norovirus unknown,Not Applicable,Not Applicable,Unknown,31,-0.18460740711594367,-0.0910808702943546,30.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Missouri,MO,Food,Unknown,Not Applicable,Multiple,Private home/residence,58,-0.18460740711594367,-0.0910808702943546,57.724311722589704,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Ohio,OH,Food,Unknown,Not Applicable,Beef,Restaurant: Sit-down dining,3,-0.18460740711594367,-0.0910808702943546,2.7243117225897016,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Connecticut,CT,Food,Salmonella enterica,Enteritidis,Multiple,Restaurant: Sit-down dining,13,0.5850124785835971,-0.0910808702943546,13.493931608289243,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Minnesota,MN,Food,Norovirus,Not Applicable,Not Applicable,Caterer;Private home/residence;Religious facility,13,-0.18460740711594367,-0.0910808702943546,12.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Pennsylvania,PA,Food,Campylobacter jejuni,Not Applicable,Not Applicable,Restaurant: Sit-down dining,4,-0.18460740711594367,-0.0910808702943546,3.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,South Carolina,SC,Person-to-person,Norovirus Genogroup I,Not Applicable,Not Applicable,Other,4,-0.18460740711594367,-0.0910808702943546,3.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Arizona,AZ,Food,Unknown,Not Applicable,Not Applicable,Unknown,4,-0.18460740711594367,-0.0910808702943546,3.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,California,CA,Food,Bacillus cereus,Not Applicable,Grains-beans,Restaurant: Sit-down dining,5,-0.18460740711594367,-0.0910808702943546,4.724311722589702,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,California,CA,Food,Norovirus unknown,Not Applicable,Not Applicable,Restaurant: Other,6,-0.18460740711594367,-0.0910808702943546,5.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Alabama,AL,Food,Unknown,Not Applicable,Not Applicable,Restaurant: Sit-down dining,9,-0.18460740711594367,-0.0910808702943546,8.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Arizona,AZ,Food,Norovirus Genogroup II,Not Applicable,Not Applicable,Unknown,4,-0.18460740711594367,-0.0910808702943546,3.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Arizona,AZ,Food,Unknown,Not Applicable,Not Applicable,Unknown,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,Wisconsin,WI,Person-to-person,Norovirus Genogroup II,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,31,-0.18460740711594367,-0.0910808702943546,30.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2010-05-01,2010,5,Spring,Minnesota,MN,Food,Salmonella enterica,Enteritidis,Not Applicable,Restaurant: Sit-down dining,3,0.07193255478390324,-0.0910808702943546,2.9808516844895485,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,California,CA,Food,Norovirus unknown,Not Applicable,Not Applicable,Restaurant: Sit-down dining,9,-0.18460740711594367,-0.0910808702943546,8.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2010-05-01,2010,5,Spring,California,CA,Food,Clostridium perfringens,Not Applicable,Multiple,Caterer,43,-0.18460740711594367,-0.0910808702943546,42.724311722589704,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
