year,month,date,season,state,state_abbr,primary_mode,setting,etiology,etiology_grouped,ifsac_category,food_vehicle,water_exposure,water_type,water_type_group,animal_type,animal_group,illnesses,hospitalizations,deaths,illnesses_std,hospitalizations_std,deaths_std,hosp_per_ill,death_per_ill,food_vehicle_missing,water_exposure_missing,is_food_related,is_water_related,is_animal_related
2004,3,2004-03-01,Spring,Illinois,IL,Food,School/college/university,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,71.0,0.0,0.0,0.02412842758788874,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Illinois,IL,Food,Restaurant: Other,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Illinois,IL,Food,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,14.0,0.0,0.0,-0.012305325303185934,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Wisconsin,WI,Food,Restaurant: Other,Bacillus cereus,Other,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,4.0,0.0,0.0,-0.018697211775304298,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Maryland,MD,Food,Restaurant: Other,Other - Virus,Other,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,6.0,0.0,0.0,-0.017418834480880625,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Illinois,IL,Food,Restaurant: Other,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Maryland,MD,Food,Restaurant: Other,Other - Virus,Other,Other,ice tea,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,26.0,0.0,0.0,-0.004635061536643897,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,3,2004-03-01,Spring,Maryland,MD,Food,Caterer,Norovirus Genogroup I,Norovirus,Multiple,seafood salad,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,49.0,1.0,0.0,0.01006627734922834,0.07220121886936216,-0.09101070221646372,0.02040816326530612,0.0,Present,Missing,1,0,0
2004,3,2004-03-01,Spring,Maryland,MD,Food,Caterer,Unknown,Unknown,Fish,"salmon, smoked",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,7.0,0.0,0.0,-0.01677964583366879,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,3,2004-03-01,Spring,New York,NY,Food,Restaurant: Other,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Illinois,IL,Food,Restaurant: Other;Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Florida,FL,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,7.0,0.0,0.0,-0.01677964583366879,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Illinois,IL,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,13.0,0.0,0.0,-0.01294451395039777,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Illinois,IL,Food,Private home/residence,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,17.0,0.0,0.0,-0.010387759361550425,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Illinois,IL,Food,Caterer;Private home/residence,Norovirus Genogroup I,Norovirus,Multiple,"cake, unspecified",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,31.0,0.0,0.0,-0.0014391183005847156,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,3,2004-03-01,Spring,Florida,FL,Food,Restaurant: Other,Unknown,Unknown,Chicken,"burrito, chicken",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,3,2004-03-01,Spring,Wisconsin,WI,Food,Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,37.0,1.0,0.0,0.002396013582686302,0.07220121886936216,-0.09101070221646372,0.02702702702702703,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Illinois,IL,Food,Restaurant: Other,Bacillus cereus,Other,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Connecticut,CT,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Multiple,vegetable-based salads unspecified;garden salad,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,45.0,1.0,0.0,0.007509522760380993,0.07220121886936216,-0.09101070221646372,0.022222222222222223,0.0,Present,Missing,1,0,0
2004,3,2004-03-01,Spring,Oregon,OR,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,4.0,0.0,0.0,-0.018697211775304298,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Wisconsin,WI,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Other,ice,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,15.0,0.0,0.0,-0.011666136655974097,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,3,2004-03-01,Spring,Oregon,OR,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,9.0,0.0,0.0,-0.015501268539245116,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Oregon,OR,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Wisconsin,WI,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,8.0,0.0,0.0,-0.01614045718645695,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Oregon,OR,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,24.0,0.0,0.0,-0.00591343883106757,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,3,2004-03-01,Spring,Florida,FL,Food,Restaurant: Other,Unknown,Unknown,Multiple,caesar salad,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Pennsylvania,PA,Water,Hospital,Legionella pneumophila,Other,Not Applicable,Not Applicable,Drinking water,Community,Drinking/Community Water,Not Applicable,Other/Unknown,3.0,3.0,1.0,-0.019336400422516133,0.585825459660625,2.352031511888739,1.0,0.3333333333333333,Missing,Present,0,1,0
2004,4,2004-04-01,Spring,Washington,WA,Food,Restaurant: Other,Bacillus cereus,Other,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,5.0,0.0,0.0,-0.01805802312809246,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,California,CA,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,12.0,0.0,0.0,-0.013583702597609605,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,California,CA,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,10.0,0.0,0.0,-0.014862079892033279,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,California,CA,Food,Restaurant: Other,Unknown,Unknown,Vegetable Row Crops,"lettuce, unspecified",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,13.0,0.0,0.0,-0.01294451395039777,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,California,CA,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,6.0,0.0,0.0,-0.017418834480880625,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Wisconsin,WI,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,8.0,0.0,0.0,-0.01614045718645695,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Florida,FL,Food,Restaurant: Other,"Escherichia coli, Shiga toxin-producing",Other,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Oregon,OR,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Mollusks,"oysters, raw",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Florida,FL,Food,Restaurant: Other,Unknown,Unknown,Not Applicable,multiple foods,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,7.0,0.0,0.0,-0.01677964583366879,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Florida,FL,Food,Restaurant: Other,Scombroid toxin,Other,Fish,"tuna, raw",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Florida,FL,Food,Restaurant: Other;Other,Norovirus Genogroup I,Norovirus,Multiple,"sandwich, other specialty",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,10.0,0.0,0.0,-0.014862079892033279,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Illinois,IL,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,California,CA,Food,Restaurant: Other,Campylobacter jejuni,Campylobacter,Not Applicable,"liver, other",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,5.0,0.0,0.0,-0.01805802312809246,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,California,CA,Food,Restaurant: Other,Bacillus cereus;Staphylococcus aureus,Staphylococcus,Multiple,"pork, BBQ",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,California,CA,Food,Private home/residence,Bacillus cereus;Clostridium perfringens,Clostridium,Chicken,"chicken, other",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,4.0,0.0,0.0,-0.018697211775304298,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,California,CA,Food,Restaurant: Other,Scombroid toxin,Other,Multiple,"tuna, raw;tuna, BBQ",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Minnesota,MN,Food,School/college/university,Campylobacter jejuni;Norovirus Genogroup I,Norovirus,Multiple,raw cake/cookie dough,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,29.0,0.0,0.0,-0.0027174955950083884,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Georgia,GA,Food,Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,77.0,0.0,0.0,0.027963559471159756,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,New York,NY,Food,Restaurant: Other,Scombroid toxin,Other,Fish,tuna steak,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,New York,NY,Food,Restaurant: Other,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,5.0,0.0,0.0,-0.01805802312809246,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Illinois,IL,Food,Private home/residence,Salmonella enterica,Salmonella,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Nevada,NV,Food,Unknown,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,39.0,2.0,0.0,0.003674390877109975,0.3290133392649936,-0.09101070221646372,0.05128205128205128,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Illinois,IL,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,23.0,0.0,0.0,-0.006552627478279407,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Wisconsin,WI,Food,Other,Norovirus Genogroup I,Norovirus,Multiple,"soup, other fish",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,6.0,0.0,0.0,-0.017418834480880625,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Oregon,OR,Food,Private home/residence,Norovirus Genogroup I,Norovirus,Multiple,lettuce-based salads unspecified,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,6.0,0.0,0.0,-0.017418834480880625,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Oregon,OR,Food,Private home/residence,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,9.0,0.0,0.0,-0.015501268539245116,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Florida,FL,Food,Private home/residence,Paralytic shellfish poison,Other,Fish,"fish, puffer unspecified",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,1.0,0.0,-0.01997558906972797,0.07220121886936216,-0.09101070221646372,0.5,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Florida,FL,Food,Restaurant: Other,Unknown,Unknown,Mollusks,"mussels, unspecified",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Florida,FL,Food,Restaurant: Other,Unknown,Unknown,Multiple,chicken salad,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Florida,FL,Food,Restaurant: Other,Unknown,Unknown,Multiple,"steak, prime rib;caesar salad",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Washington,WA,Food,Restaurant: Other,Clostridium perfringens,Clostridium,Multiple,"soup, clam chowder",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Georgia,GA,Food,Restaurant: Other,"Escherichia coli, Shiga toxin-producing",Other,Sprouts,alfalfa sprouts,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Wisconsin,WI,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,5.0,0.0,0.0,-0.01805802312809246,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Alabama,AL,Food,Restaurant: Other,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Colorado,CO,Food,Long-term care/nursing home/assisted living facility,Norovirus Genogroup I,Norovirus,Multiple,"strawberries;melon, unspecified;house salad",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,62.0,5.0,0.0,0.018375729762982213,1.0994497004518877,-0.09101070221646372,0.08064516129032258,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Alabama,AL,Food,Restaurant: Other,Unknown,Unknown,Beef,"ground beef, hamburger",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Colorado,CO,Food,Restaurant: Other,Clostridium perfringens,Clostridium,Pork,"salsa, unspecified",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Florida,FL,Food,Restaurant: Other,Staphylococcus aureus,Staphylococcus,Multiple,"sandwich, tuna fish",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Minnesota,MN,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,9.0,0.0,0.0,-0.015501268539245116,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,New York,NY,Food,Caterer,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,52.0,0.0,0.0,0.011983843290863848,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Illinois,IL,Food,Private home/residence,Staphylococcus aureus,Staphylococcus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,7.0,0.0,0.0,-0.01677964583366879,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Vermont,VT,Food,Other,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,8.0,0.0,0.0,-0.01614045718645695,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Tennessee,TN,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Oregon,OR,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Mollusks,"oysters, unspecified",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,4.0,0.0,0.0,-0.018697211775304298,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,New York,NY,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,7.0,0.0,0.0,-0.01677964583366879,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,New York,NY,Food,Grocery store/bakery/deli/convenience store;Caterer;Private home/residence,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,9.0,0.0,0.0,-0.015501268539245116,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Oregon,OR,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Multiple,"tomato, unspecified;iceberg lettuce, unspecified",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,19.0,1.0,0.0,-0.009109382067126751,0.07220121886936216,-0.09101070221646372,0.05263157894736842,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Minnesota,MN,Food,Restaurant: Other,Norovirus Genogroup I,Norovirus,Fruits,"mixed fruit;beets, unspecified",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,110.0,0.0,0.0,0.04905678482915035,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Illinois,IL,Food,Restaurant: Other;Private home/residence,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,6.0,0.0,0.0,-0.017418834480880625,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Maryland,MD,Food,Restaurant: Other,Unknown,Unknown,Multiple,"pizza, meat",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,7.0,0.0,0.0,-0.01677964583366879,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Maryland,MD,Food,Restaurant: Other,Bacillus cereus;Clostridium perfringens,Clostridium,Multiple,"refried beans, unspecified;fajita, beef",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,17.0,0.0,0.0,-0.010387759361550425,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Florida,FL,Food,Restaurant: Other,Unknown,Unknown,Fish,"fish, grouper, unspecified",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,New York,NY,Food,Caterer,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,18.0,0.0,0.0,-0.009748570714338588,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Multistate,Unknown,Food,Other,Salmonella enterica,Salmonella,Sprouts,alfalfa sprouts,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,35.0,5.0,0.0,0.0011176362882626297,1.0994497004518877,-0.09101070221646372,0.14285714285714285,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,Multistate,Unknown,Food,Private home/residence;Restaurant: Other,"Escherichia coli, Shiga toxin-producing",Other,Beef,ground beef,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,59.0,18.0,0.0,0.0164581638213467,4.438007265595097,-0.09101070221646372,0.3050847457627119,0.0,Present,Missing,1,0,0
2004,4,2004-04-01,Spring,North Carolina,NC,Food,Long-term care/nursing home/assisted living facility,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,39.0,2.0,0.0,0.003674390877109975,0.3290133392649936,-0.09101070221646372,0.05128205128205128,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Georgia,GA,Food,Restaurant: Other,Salmonella enterica,Salmonella,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,1.0,0.0,-0.019336400422516133,0.07220121886936216,-0.09101070221646372,0.3333333333333333,0.0,Missing,Missing,1,0,0
2004,4,2004-04-01,Spring,Iowa,IA,Food,Long-term care/nursing home/assisted living facility;Caterer,Norovirus Genogroup I,Norovirus,Multiple,"cake, unspecified",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,18.0,0.0,0.0,-0.009748570714338588,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
