"Year","Month","Date","Season","State","Region","Primary_mode","Setting","Setting_group","Etiology","Etiology_group","IFSAC_category","Food_vehicle","Water_exposure","Water_type","Water_type_group","Animal_type","Animal_type_group","Illnesses","Hospitalizations","Deaths","Hospitalizations_std","Deaths_std","Illnesses_std","Hosp_per_ill","Death_per_ill","Food_vehicle_missing","Water_exposure_missing","is_food_related","is_water_related","is_animal_related"
1971,8,"1971-08","Summer","New Jersey","Northeast","Water","Camp/cabin","Recreation/Outdoors","Shigella sonnei","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",67,0,0,-0.184606023516803,-0.0910801876596986,0.0215725252393929,0,0,"Missing","Present",0,1,0
1971,8,"1971-08","Summer","Oklahoma","South","Water","Unknown","Unknown","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",6,0,0,-0.184606023516803,-0.0910801876596986,-0.0174197346274721,0,0,"Missing","Present",0,1,0
1971,8,"1971-08","Summer","New Mexico","West","Water","Other","Other","Unknown","Unknown",NA,NA,"Other/Environmental water",NA,"Other",NA,"Other/Unknown",10,0,0,-0.184606023516803,-0.0910801876596986,-0.0148628651280055,0,0,"Missing","Present",0,1,0
1971,9,"1971-09","Fall","North Carolina","South","Water","Private home/residence","Home/Residential","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",2,0,0,-0.184606023516803,-0.0910801876596986,-0.0199766041269386,0,0,"Missing","Present",0,1,0
1971,9,"1971-09","Fall","North Carolina","South","Water","Mobile home/trailer park","Home/Residential","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",38,0,1,-0.184606023516803,2.34819422395872,0.00303522136826038,0,0.0263157894736842,"Missing","Present",0,1,0
1971,11,"1971-11","Fall","Oklahoma","South","Water","Community/municipality","Community/Public","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",50,0,0,-0.184606023516803,-0.0910801876596986,0.01070582986666,0,0,"Missing","Present",0,1,0
1971,11,"1971-11","Fall","New York","Northeast","Water","Restaurant","Food Service","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",750,0,0,-0.184606023516803,-0.0910801876596986,0.458157992273307,0,0,"Missing","Present",0,1,0
1971,11,"1971-11","Fall","Alaska","West","Water","Mobile home/trailer park","Home/Residential","Shigella sonnei","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",89,0,0,-0.184606023516803,-0.0910801876596986,0.035635307486459,0,0,"Missing","Present",0,1,0
1971,11,"1971-11","Fall","Texas","South","Water","Farm/dairy/agricultural setting","Other","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",3,0,0,-0.184606023516803,-0.0910801876596986,-0.019337386752072,0,0,"Missing","Present",0,1,0
1971,12,"1971-12","Winter","California","West","Water","Hotel/motel","Recreation/Outdoors","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",84,0,0,-0.184606023516803,-0.0910801876596986,0.0324392206121258,0,0,"Missing","Present",0,1,0
1972,3,"1972-03","Spring","New York","Northeast","Water","Restaurant","Food Service","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",21,0,0,-0.184606023516803,-0.0910801876596986,-0.00783147400447249,0,0,"Missing","Present",0,1,0
1972,3,"1972-03","Spring","Alaska","West","Water","Community/municipality","Community/Public","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",400,0,0,-0.184606023516803,-0.0910801876596986,0.234431911069984,0,0,"Missing","Present",0,1,0
1972,4,"1972-04","Spring","Indiana","Midwest","Water","Park - Other/Unspecified","Recreation/Outdoors","Shigella sonnei","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",2,0,0,-0.184606023516803,-0.0910801876596986,-0.0199766041269386,0,0,"Missing","Present",0,1,0
1972,4,"1972-04","Spring","Colorado","West","Water","Resort","Recreation/Outdoors","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",25,0,0,-0.184606023516803,-0.0910801876596986,-0.00527460450500593,0,0,"Missing","Present",0,1,0
1972,4,"1972-04","Spring","Colorado","West","Water","Camp/cabin","Recreation/Outdoors","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",142,0,0,-0.184606023516803,-0.0910801876596986,0.0695138283543908,0,0,"Missing","Present",0,1,0
1972,5,"1972-05","Spring","Oregon","West","Water","Resort","Recreation/Outdoors","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",37,0,0,-0.184606023516803,-0.0910801876596986,0.00239600399339374,0,0,"Missing","Present",0,1,0
1972,5,"1972-05","Spring","Ohio","Midwest","Water","Mobile home/trailer park","Home/Residential","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",9,0,0,-0.184606023516803,-0.0910801876596986,-0.0155020825028722,0,0,"Missing","Present",0,1,0
1972,5,"1972-05","Spring","Minnesota","Midwest","Water","Office/indoor workplace","Workplace/Industrial","Arsenic","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",11,0,0,-0.184606023516803,-0.0910801876596986,-0.0142236477531389,0,0,"Missing","Present",0,1,0
1972,5,"1972-05","Spring","Illinois","Midwest","Water","Park - State Park","Recreation/Outdoors","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",90,0,0,-0.184606023516803,-0.0910801876596986,0.0362745248613256,0,0,"Missing","Present",0,1,0
1972,5,"1972-05","Spring","Florida","South","Water","Park - State Park","Recreation/Outdoors","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",40,0,0,-0.184606023516803,-0.0910801876596986,0.00431365611799365,0,0,"Missing","Present",0,1,0
1972,5,"1972-05","Spring","Colorado","West","Water","Camp/cabin","Recreation/Outdoors","Giardia duodenalis","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",28,0,0,-0.184606023516803,-0.0910801876596986,-0.00335695238040601,0,0,"Missing","Present",0,1,0
1972,5,"1972-05","Spring","Colorado","West","Water","Hotel/motel","Recreation/Outdoors","Giardia duodenalis","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",24,0,0,-0.184606023516803,-0.0910801876596986,-0.00591382187987257,0,0,"Missing","Present",0,1,0
1972,5,"1972-05","Spring","California","West","Water","Resort","Recreation/Outdoors","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",26,0,0,-0.184606023516803,-0.0910801876596986,-0.00463538713013929,0,0,"Missing","Present",0,1,0
1972,6,"1972-06","Summer","Pennsylvania","Northeast","Water","School/college/university","Education","Fluoride","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",150,0,0,-0.184606023516803,-0.0910801876596986,0.0746275673533239,0,0,"Missing","Present",0,1,0
1972,6,"1972-06","Summer","Washington","West","Water","Private home/residence","Home/Residential","Salmonella enterica","Salmonella",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",5,0,0,-0.184606023516803,-0.0910801876596986,-0.0180589520023387,0,0,"Missing","Present",0,1,0
1972,6,"1972-06","Summer","Maryland","South","Water","Camp/cabin","Recreation/Outdoors","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",88,0,0,-0.184606023516803,-0.0910801876596986,0.0349960901115923,0,0,"Missing","Present",0,1,0
1972,6,"1972-06","Summer","Massachusetts","Northeast","Water","Unknown","Unknown","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",3,0,0,-0.184606023516803,-0.0910801876596986,-0.019337386752072,0,0,"Missing","Present",0,1,0
1972,7,"1972-07","Summer","Ohio","Midwest","Water","Unknown","Unknown","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",12,0,0,-0.184606023516803,-0.0910801876596986,-0.0135844303782722,0,0,"Missing","Present",0,1,0
1972,7,"1972-07","Summer","Pennsylvania","Northeast","Water","Camp/cabin","Recreation/Outdoors","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",5,0,0,-0.184606023516803,-0.0910801876596986,-0.0180589520023387,0,0,"Missing","Present",0,1,0
1972,8,"1972-08","Summer","Alabama","South","Water","Community/municipality","Community/Public","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",9,0,0,-0.184606023516803,-0.0910801876596986,-0.0155020825028722,0,0,"Missing","Present",0,1,0
1972,8,"1972-08","Summer","North Carolina","South","Water","Camp/cabin","Recreation/Outdoors","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",9,0,0,-0.184606023516803,-0.0910801876596986,-0.0155020825028722,0,0,"Missing","Present",0,1,0
1972,9,"1972-09","Fall","Tennessee","South","Water","School/college/university","Education","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",19,0,0,-0.184606023516803,-0.0910801876596986,-0.00910990875420576,0,0,"Missing","Present",0,1,0
1972,9,"1972-09","Fall","Washington","West","Water","Outdoor Area","Other","Salmonella enterica","Salmonella",NA,NA,"Other/Environmental water",NA,"Other",NA,"Other/Unknown",3,0,0,-0.184606023516803,-0.0910801876596986,-0.019337386752072,0,0,"Missing","Present",0,1,0
1972,9,"1972-09","Fall","Utah","West","Water","Camp/cabin","Recreation/Outdoors","Giardia duodenalis","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",60,0,0,-0.184606023516803,-0.0910801876596986,0.0170980036153264,0,0,"Missing","Present",0,1,0
1972,9,"1972-09","Fall","Hawaii","West","Water","Camp/cabin","Recreation/Outdoors","Shigella sonnei","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",61,0,0,-0.184606023516803,-0.0910801876596986,0.0177372209901931,0,0,"Missing","Present",0,1,0
1972,10,"1972-10","Fall","Alabama","South","Water","School/college/university","Education","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",50,0,0,-0.184606023516803,-0.0910801876596986,0.01070582986666,0,0,"Missing","Present",0,1,0
1972,11,"1972-11","Fall","Iowa","Midwest","Water","School/college/university","Education","Shigella sonnei","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",208,0,0,-0.184606023516803,-0.0910801876596986,0.111702175095589,0,0,"Missing","Present",0,1,0
1972,11,"1972-11","Fall","West Virginia","South","Water","Unknown","Unknown","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",60,0,0,-0.184606023516803,-0.0910801876596986,0.0170980036153264,0,0,"Missing","Present",0,1,0
1972,11,"1972-11","Fall","Florida","South","Water","Community/municipality","Community/Public","Oil","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",41,0,0,-0.184606023516803,-0.0910801876596986,0.00495287349286029,0,0,"Missing","Present",0,1,0
1972,12,"1972-12","Winter","Colorado","West","Water","Subdivision/Neighborhood","Community/Public","Giardia duodenalis","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",12,0,0,-0.184606023516803,-0.0910801876596986,-0.0135844303782722,0,0,"Missing","Present",0,1,0
1973,2,"1973-02","Winter","Alabama","South","Water","Community/municipality","Community/Public","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",50,0,0,-0.184606023516803,-0.0910801876596986,0.01070582986666,0,0,"Missing","Present",0,1,0
1973,2,"1973-02","Winter","Florida","South","Water","Camp/cabin","Recreation/Outdoors","Salmonella enterica","Salmonella",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",210,0,0,-0.184606023516803,-0.0910801876596986,0.112980609845322,0,0,"Missing","Present",0,1,0
1973,3,"1973-03","Spring","New Jersey","Northeast","Water","Office/indoor workplace","Workplace/Industrial","Unknown","Unknown",NA,NA,"Drinking water","Commercially-Bottled","Other",NA,"Other/Unknown",2,0,0,-0.184606023516803,-0.0910801876596986,-0.0199766041269386,0,0,"Missing","Present",0,1,0
1973,4,"1973-04","Spring","Maryland","South","Water","Farm/dairy/agricultural setting","Other","Salmonella enterica","Salmonella",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",2,0,0,-0.184606023516803,-0.0910801876596986,-0.0199766041269386,0,0,"Missing","Present",0,1,0
1973,6,"1973-06","Summer","New Jersey","Northeast","Water","Camp/cabin","Recreation/Outdoors","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",22,0,0,-0.184606023516803,-0.0910801876596986,-0.00719225662960585,0,0,"Missing","Present",0,1,0
1973,6,"1973-06","Summer","Pennsylvania","Northeast","Water","Hotel/motel","Recreation/Outdoors","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",38,0,0,-0.184606023516803,-0.0910801876596986,0.00303522136826038,0,0,"Missing","Present",0,1,0
1973,6,"1973-06","Summer","Pennsylvania","Northeast","Water","Hotel/motel","Recreation/Outdoors","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",71,0,0,-0.184606023516803,-0.0910801876596986,0.0241293947388595,0,0,"Missing","Present",0,1,0
1973,6,"1973-06","Summer","Arizona","West","Water","Private home/residence","Home/Residential","Shigella unknown","Unknown",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",2,0,0,-0.184606023516803,-0.0910801876596986,-0.0199766041269386,0,0,"Missing","Present",0,1,0
1973,6,"1973-06","Summer","Virginia","South","Water","Factory/industrial facility","Workplace/Industrial","Legionella pneumophila","Other",NA,NA,"Other/Environmental water",NA,"Other",NA,"Other/Unknown",12,0,0,-0.184606023516803,-0.0910801876596986,-0.0135844303782722,0,0,"Missing","Present",0,1,0
1973,7,"1973-07","Summer","Oregon","West","Water","Unknown","Unknown","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",29,0,0,-0.184606023516803,-0.0910801876596986,-0.00271773500553937,0,0,"Missing","Present",0,1,0
1973,7,"1973-07","Summer","Alaska","West","Water","Community/municipality","Community/Public","Shigella unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",50,0,0,-0.184606023516803,-0.0910801876596986,0.01070582986666,0,0,"Missing","Present",0,1,0
1973,7,"1973-07","Summer","Arkansas","South","Water","Camp/cabin","Recreation/Outdoors","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",225,0,0,-0.184606023516803,-0.0910801876596986,0.122568870468322,0,0,"Missing","Present",0,1,0
1973,7,"1973-07","Summer","Colorado","West","Water","Hotel/motel","Recreation/Outdoors","Giardia duodenalis","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",16,0,0,-0.184606023516803,-0.0910801876596986,-0.0110275608788057,0,0,"Missing","Present",0,1,0
1973,7,"1973-07","Summer","Ohio","Midwest","Water","Park - Other/Unspecified","Recreation/Outdoors","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",35,0,0,-0.184606023516803,-0.0910801876596986,0.00111756924366046,0,0,"Missing","Present",0,1,0
1973,7,"1973-07","Summer","Virginia","South","Water","Factory/industrial facility","Workplace/Industrial","Legionella pneumophila","Other",NA,NA,"Other/Environmental water",NA,"Other",NA,"Other/Unknown",10,9,0,2.12423632909612,-0.0910801876596986,-0.0148628651280055,0.9,0,"Missing","Present",0,1,0
1973,8,"1973-08","Summer","Tennessee","South","Water","Farm/dairy/agricultural setting","Other","Giardia duodenalis","Other",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",5,0,0,-0.184606023516803,-0.0910801876596986,-0.0180589520023387,0,0,"Missing","Present",0,1,0
1973,8,"1973-08","Summer","New Jersey","Northeast","Water","Camp/cabin","Recreation/Outdoors","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",46,0,0,-0.184606023516803,-0.0910801876596986,0.00814896036719349,0,0,"Missing","Present",0,1,0
1973,8,"1973-08","Summer","Pennsylvania","Northeast","Water","Restaurant","Food Service","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",24,0,0,-0.184606023516803,-0.0910801876596986,-0.00591382187987257,0,0,"Missing","Present",0,1,0
1973,8,"1973-08","Summer","Pennsylvania","Northeast","Water","Fee-based facility/membership club","Community/Public","Shigella sonnei","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",181,0,0,-0.184606023516803,-0.0910801876596986,0.0944433059741897,0,0,"Missing","Present",0,1,0
1973,8,"1973-08","Summer","Arkansas","South","Water","Unknown","Unknown","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",42,0,0,-0.184606023516803,-0.0910801876596986,0.00559209086772693,0,0,"Missing","Present",0,1,0
1973,8,"1973-08","Summer","Connecticut","Northeast","Water","Community/municipality","Community/Public","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",74,0,0,-0.184606023516803,-0.0910801876596986,0.0260470468634594,0,0,"Missing","Present",0,1,0
1973,9,"1973-09","Fall","Pennsylvania","Northeast","Water","Religious facility","Other","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",153,0,0,-0.184606023516803,-0.0910801876596986,0.0765452194779239,0,0,"Missing","Present",0,1,0
1973,10,"1973-10","Fall","Florida","South","Water","Factory/industrial facility","Workplace/Industrial","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",194,0,0,-0.184606023516803,-0.0910801876596986,0.102753131847456,0,0,"Missing","Present",0,1,0
1973,11,"1973-11","Fall","Vermont","Northeast","Water","Community/municipality","Community/Public","Giardia duodenalis","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",32,0,0,-0.184606023516803,-0.0910801876596986,-0.000800082880939458,0,0,"Missing","Present",0,1,0
1973,12,"1973-12","Winter","Maryland","South","Water","Hospital","Healthcare","Shigella unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",94,0,2,-0.184606023516803,4.78746863557713,0.0388313943607922,0,0.0212765957446809,"Missing","Present",0,1,0
1973,12,"1973-12","Winter","Vermont","Northeast","Water","Community/municipality","Community/Public","Giardia duodenalis","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",20,0,0,-0.184606023516803,-0.0910801876596986,-0.00847069137933913,0,0,"Missing","Present",0,1,0
1973,12,"1973-12","Winter","Pennsylvania","Northeast","Water","Restaurant","Food Service","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",145,0,0,-0.184606023516803,-0.0910801876596986,0.0714314804789907,0,0,"Missing","Present",0,1,0
1974,1,"1974-01","Winter","Florida","South","Water","Community/municipality","Community/Public","Shigella sonnei","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",1200,0,0,-0.184606023516803,-0.0910801876596986,0.745805810963295,0,0,"Missing","Present",0,1,0
1974,1,"1974-01","Winter","New Jersey","Northeast","Water","Restaurant","Food Service","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",57,0,0,-0.184606023516803,-0.0910801876596986,0.0151803514907265,0,0,"Missing","Present",0,1,0
1974,2,"1974-02","Winter","Oregon","West","Water","Unknown","Unknown","Oil","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",18,0,0,-0.184606023516803,-0.0910801876596986,-0.0097491261290724,0,0,"Missing","Present",0,1,0
1974,3,"1974-03","Spring","Idaho","West","Water","Restaurant","Food Service","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",9,0,0,-0.184606023516803,-0.0910801876596986,-0.0155020825028722,0,0,"Missing","Present",0,1,0
1974,4,"1974-04","Spring","North Carolina","South","Water","School/college/university","Education","Fluoride","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",213,0,0,-0.184606023516803,-0.0910801876596986,0.114898261969922,0,0,"Missing","Present",0,1,0
1974,6,"1974-06","Summer","New Hampshire","Northeast","Water","Community/municipality","Community/Public","Giardia duodenalis","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",78,0,0,-0.184606023516803,-0.0910801876596986,0.0286039163629259,0,0,"Missing","Present",0,1,0
1974,6,"1974-06","Summer","Washington","West","Water","Private home/residence","Home/Residential","Salmonella enterica","Salmonella",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",5,0,0,-0.184606023516803,-0.0910801876596986,-0.0180589520023387,0,0,"Missing","Present",0,1,0
1974,6,"1974-06","Summer","Colorado","West","Water","Hotel/motel","Recreation/Outdoors","Giardia duodenalis","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",18,0,0,-0.184606023516803,-0.0910801876596986,-0.0097491261290724,0,0,"Missing","Present",0,1,0
1974,7,"1974-07","Summer","Pennsylvania","Northeast","Water","Restaurant","Food Service","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",72,0,0,-0.184606023516803,-0.0910801876596986,0.0247686121137261,0,0,"Missing","Present",0,1,0
1974,7,"1974-07","Summer","Alaska","West","Water","Mobile home/trailer park","Home/Residential","Salmonella unknown","Salmonella",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",34,0,0,-0.184606023516803,-0.0910801876596986,0.00047835186879382,0,0,"Missing","Present",0,1,0
1974,7,"1974-07","Summer","Wisconsin","Midwest","Water","Farm/dairy/agricultural setting","Other","Phenol","Other",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",17,0,0,-0.184606023516803,-0.0910801876596986,-0.010388343503939,0,0,"Missing","Present",0,1,0
1974,7,"1974-07","Summer","Ohio","Midwest","Water","Park - State Park","Recreation/Outdoors","Shigella unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",6,0,0,-0.184606023516803,-0.0910801876596986,-0.0174197346274721,0,0,"Missing","Present",0,1,0
1974,8,"1974-08","Summer","Colorado","West","Water","Resort","Recreation/Outdoors","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",85,0,0,-0.184606023516803,-0.0910801876596986,0.0330784379869924,0,0,"Missing","Present",0,1,0
1974,8,"1974-08","Summer","Oregon","West","Water","Unknown","Unknown","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",19,0,0,-0.184606023516803,-0.0910801876596986,-0.00910990875420576,0,0,"Missing","Present",0,1,0
1974,8,"1974-08","Summer","Oregon","West","Water","Community/municipality","Community/Public","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",400,0,0,-0.184606023516803,-0.0910801876596986,0.234431911069984,0,0,"Missing","Present",0,1,0
1974,8,"1974-08","Summer","Pennsylvania","Northeast","Water","Camp/cabin","Recreation/Outdoors","Shigella sonnei","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",600,0,0,-0.184606023516803,-0.0910801876596986,0.362275386043311,0,0,"Missing","Present",0,1,0
1974,8,"1974-08","Summer","New Hampshire","Northeast","Water","Backcountry/wilderness area","Recreation/Outdoors","Unknown","Unknown",NA,NA,"Other/Environmental water",NA,"Other",NA,"Other/Unknown",7,0,0,-0.184606023516803,-0.0910801876596986,-0.0167805172526054,0,0,"Missing","Present",0,1,0
1974,9,"1974-09","Fall","California","West","Water","Unknown","Unknown","Unknown","Unknown",NA,NA,"Other/Environmental water",NA,"Other",NA,"Other/Unknown",18,0,0,-0.184606023516803,-0.0910801876596986,-0.0097491261290724,0,0,"Missing","Present",0,1,0
