"Year","Month","Date","Season","State","State_abbr","Setting","Etiology","Etiology_group","IFSAC_category","Food_vehicle","Water_exposure","Water_type","Water_type_group","Animal_type","Animal_type_group","Illnesses","Hospitalizations","Deaths","Hospitalizations_std","Deaths_std","Illnesses_std","Hosp_per_ill","Death_per_ill","Food_vehicle_missing","Water_exposure_missing","is_food_related","is_water_related","is_animal_related"
2011,11,"2011-11","Fall","Virginia","VA","Long-term care/nursing home/assisted living facility","Norovirus","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",5,1,0,0.0719320156624101,-0.0910801876596986,-0.0180589520023387,0.2,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Virginia","VA","Long-term care/nursing home/assisted living facility","Norovirus","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",16,0,1,-0.184606023516803,2.34819422395872,-0.0110275608788057,0,0.0625,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Virginia","VA","Long-term care/nursing home/assisted living facility","Norovirus","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",14,0,0,-0.184606023516803,-0.0910801876596986,-0.012305995628539,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","New York","NY","Unknown","Norovirus","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",9,0,0,-0.184606023516803,-0.0910801876596986,-0.0155020825028722,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","New York","NY","Unknown","Norovirus","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",94,0,0,-0.184606023516803,-0.0910801876596986,0.0388313943607922,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","New York","NY","Unknown","Clostridium;Adenovirus","Clostridium",NA,NA,NA,NA,"Other",NA,"Other/Unknown",29,0,0,-0.184606023516803,-0.0910801876596986,-0.00271773500553937,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","New York","NY","Unknown","Norovirus","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",18,0,0,-0.184606023516803,-0.0910801876596986,-0.0097491261290724,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","New York","NY","Unknown","Norovirus","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",5,0,0,-0.184606023516803,-0.0910801876596986,-0.0180589520023387,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","New York","NY","Unknown","Norovirus","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",17,0,0,-0.184606023516803,-0.0910801876596986,-0.010388343503939,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","New York","NY","Unknown","Norovirus","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",61,0,0,-0.184606023516803,-0.0910801876596986,0.0177372209901931,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","New York","NY","Unknown","Norovirus","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",77,0,0,-0.184606023516803,-0.0910801876596986,0.0279646989880593,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","New York","NY","Unknown","Norovirus","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",22,0,0,-0.184606023516803,-0.0910801876596986,-0.00719225662960585,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","New York","NY","Unknown","Campylobacter","Campylobacter",NA,NA,NA,NA,"Other",NA,"Other/Unknown",2,0,0,-0.184606023516803,-0.0910801876596986,-0.0199766041269386,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Massachusetts","MA","School/college/university","Scombroid toxin","Other","Multiple","sushi, unspecified",NA,NA,"Other",NA,"Other/Unknown",5,0,0,-0.184606023516803,-0.0910801876596986,-0.0180589520023387,0,0,"Present","Missing",1,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Restaurant","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",11,0,0,-0.184606023516803,-0.0910801876596986,-0.0142236477531389,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Maryland","MD","Private home/residence","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",6,0,0,-0.184606023516803,-0.0910801876596986,-0.0174197346274721,0,0,"Missing","Missing",1,0,0
2011,11,"2011-11","Fall","Missouri","MO","School/college/university","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",118,0,0,-0.184606023516803,-0.0910801876596986,0.0541726113575915,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","North Dakota","ND","Long-term care/nursing home/assisted living facility","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",81,1,0,0.0719320156624101,-0.0910801876596986,0.0305215684875259,0.0123456790123457,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Missouri","MO","Long-term care/nursing home/assisted living facility","Norovirus unknown","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",39,0,0,-0.184606023516803,-0.0910801876596986,0.00367443874312702,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus unknown","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",197,5,5,1.09808417237926,12.1052918704324,0.104670783972056,0.0253807106598985,0.0253807106598985,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Unknown","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",12,3,0,0.585008094020837,-0.0910801876596986,-0.0135844303782722,0.25,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Unknown","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",7,0,0,-0.184606023516803,-0.0910801876596986,-0.0167805172526054,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","North Dakota","ND","Banquet Facility (food prepared and served on-site)","Clostridium perfringens","Clostridium",NA,NA,NA,NA,"Other",NA,"Other/Unknown",23,0,0,-0.184606023516803,-0.0910801876596986,-0.00655303925473921,0,0,"Missing","Missing",1,0,0
2011,11,"2011-11","Fall","North Dakota","ND","Correctional/detention facility","Clostridium perfringens","Clostridium",NA,NA,NA,NA,"Other",NA,"Other/Unknown",88,0,0,-0.184606023516803,-0.0910801876596986,0.0349960901115923,0,0,"Missing","Missing",1,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus unknown;Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",130,0,1,-0.184606023516803,2.34819422395872,0.0618432198559912,0,0.00769230769230769,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",65,0,0,-0.184606023516803,-0.0910801876596986,0.0202940904896596,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wyoming","WY","Child daycare/preschool","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",5,0,0,-0.184606023516803,-0.0910801876596986,-0.0180589520023387,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Rotavirus;Norovirus unknown;Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",205,4,1,0.84154613320005,2.34819422395872,0.109784522970989,0.0195121951219512,0.0048780487804878,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",44,0,0,-0.184606023516803,-0.0910801876596986,0.00687052561746021,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Arizona","AZ","School/college/university","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",13,0,0,-0.184606023516803,-0.0910801876596986,-0.0129452130034056,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Arizona","AZ","Child daycare/preschool","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",6,0,0,-0.184606023516803,-0.0910801876596986,-0.0174197346274721,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","California","CA","Restaurant: Sit-down dining","Scombroid toxin","Other","Fish","tuna burger",NA,NA,"Other",NA,"Other/Unknown",5,1,0,0.0719320156624101,-0.0910801876596986,-0.0180589520023387,0.2,0,"Present","Missing",1,0,0
2011,11,"2011-11","Fall","Kentucky","KY","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",48,0,0,-0.184606023516803,-0.0910801876596986,0.00942739511692677,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Nebraska","NE","Unknown","Norovirus","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",17,0,0,-0.184606023516803,-0.0910801876596986,-0.010388343503939,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",58,2,0,0.328470054841623,-0.0910801876596986,0.0158195688655932,0.0344827586206897,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Multistate",NA,"Unknown","Escherichia coli, Shiga toxin-producing","Other",NA,NA,NA,NA,"Other",NA,"Other/Unknown",2,0,0,-0.184606023516803,-0.0910801876596986,-0.0199766041269386,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Kentucky","KY","Unknown","Shigella sonnei","Other",NA,NA,NA,NA,"Other",NA,"Other/Unknown",8,0,0,-0.184606023516803,-0.0910801876596986,-0.0161412998777388,0,0,"Missing","Missing",1,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",117,3,0,0.585008094020837,-0.0910801876596986,0.0535333939827249,0.0256410256410256,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Arizona","AZ","Other healthcare facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",19,0,0,-0.184606023516803,-0.0910801876596986,-0.00910990875420576,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Arizona","AZ","School/college/university","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",41,0,0,-0.184606023516803,-0.0910801876596986,0.00495287349286029,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Unknown","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",8,0,0,-0.184606023516803,-0.0910801876596986,-0.0161412998777388,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Unknown","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",23,0,0,-0.184606023516803,-0.0910801876596986,-0.00655303925473921,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Private home/residence","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",18,1,0,0.0719320156624101,-0.0910801876596986,-0.0097491261290724,0.0555555555555556,0,"Missing","Missing",1,0,0
2011,11,"2011-11","Fall","Colorado","CO","School/college/university","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",347,0,0,-0.184606023516803,-0.0910801876596986,0.200553390202052,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",32,1,0,0.0719320156624101,-0.0910801876596986,-0.000800082880939458,0.03125,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",18,1,0,0.0719320156624101,-0.0910801876596986,-0.0097491261290724,0.0555555555555556,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","California","CA","Restaurant: Fast-food (drive up service or pay at counter)","Norovirus unknown","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",9,0,0,-0.184606023516803,-0.0910801876596986,-0.0155020825028722,0,0,"Missing","Missing",1,0,0
2011,11,"2011-11","Fall","Massachusetts","MA","Unknown","Salmonella enterica","Salmonella",NA,NA,NA,NA,"Other",NA,"Other/Unknown",3,2,0,0.328470054841623,-0.0910801876596986,-0.019337386752072,0.666666666666667,0,"Missing","Missing",1,0,0
2011,11,"2011-11","Fall","Massachusetts","MA","School/college/university","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",115,0,0,-0.184606023516803,-0.0910801876596986,0.0522549592329916,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","New Hampshire","NH","Unknown","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",13,0,0,-0.184606023516803,-0.0910801876596986,-0.0129452130034056,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Other healthcare facility","Norovirus unknown","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",20,1,0,0.0719320156624101,-0.0910801876596986,-0.00847069137933913,0.05,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","North Carolina","NC","Unknown","Norovirus unknown","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",86,0,0,-0.184606023516803,-0.0910801876596986,0.033717655361859,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Montana","MT","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",21,1,0,0.0719320156624101,-0.0910801876596986,-0.00783147400447249,0.0476190476190476,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Missouri","MO","Hospital","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",47,0,0,-0.184606023516803,-0.0910801876596986,0.00878817774206013,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Arizona","AZ","Unknown","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",2,0,0,-0.184606023516803,-0.0910801876596986,-0.0199766041269386,0,0,"Missing","Missing",1,0,0
2011,11,"2011-11","Fall","Arizona","AZ","Restaurant: Sit-down dining","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",10,0,0,-0.184606023516803,-0.0910801876596986,-0.0148628651280055,0,0,"Missing","Missing",1,0,0
2011,11,"2011-11","Fall","Arizona","AZ","Restaurant: Sit-down dining","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",2,0,0,-0.184606023516803,-0.0910801876596986,-0.0199766041269386,0,0,"Missing","Missing",1,0,0
2011,11,"2011-11","Fall","Arizona","AZ","Restaurant: Sit-down dining","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",9,0,0,-0.184606023516803,-0.0910801876596986,-0.0155020825028722,0,0,"Missing","Missing",1,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",20,0,0,-0.184606023516803,-0.0910801876596986,-0.00847069137933913,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Pennsylvania","PA","Unknown","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",33,0,0,-0.184606023516803,-0.0910801876596986,-0.000160865506072819,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Pennsylvania","PA","Unknown","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",39,1,0,0.0719320156624101,-0.0910801876596986,0.00367443874312702,0.0256410256410256,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Pennsylvania","PA","Unknown","Norovirus unknown","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",135,1,0,0.0719320156624101,-0.0910801876596986,0.0650393067303244,0.00740740740740741,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",122,1,0,0.0719320156624101,-0.0910801876596986,0.056729480857058,0.00819672131147541,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",83,0,0,-0.184606023516803,-0.0910801876596986,0.0318000032372591,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus Genogroup I","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",25,0,1,-0.184606023516803,2.34819422395872,-0.00527460450500593,0,0.04,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Michigan","MI","Restaurant: Fast-food (drive up service or pay at counter)","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",6,0,0,-0.184606023516803,-0.0910801876596986,-0.0174197346274721,0,0,"Missing","Missing",1,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus Genogroup I","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",31,0,0,-0.184606023516803,-0.0910801876596986,-0.0014393002558061,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus unknown","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",66,0,0,-0.184606023516803,-0.0910801876596986,0.0209333078645263,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Alabama","AL","School/college/university","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",9,0,0,-0.184606023516803,-0.0910801876596986,-0.0155020825028722,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Pennsylvania","PA","Restaurant: Sit-down dining","Norovirus Genogroup I","Norovirus","Mollusks","oysters, raw",NA,NA,"Other",NA,"Other/Unknown",9,0,0,-0.184606023516803,-0.0910801876596986,-0.0155020825028722,0,0,"Present","Missing",1,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",40,3,0,0.585008094020837,-0.0910801876596986,0.00431365611799365,0.075,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",27,0,0,-0.184606023516803,-0.0910801876596986,-0.00399616975527265,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Missouri","MO","School/college/university","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",53,0,0,-0.184606023516803,-0.0910801876596986,0.01262348199126,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Idaho","ID","Unknown","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",31,3,0,0.585008094020837,-0.0910801876596986,-0.0014393002558061,0.0967741935483871,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Kentucky","KY","Unknown","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",83,0,0,-0.184606023516803,-0.0910801876596986,0.0318000032372591,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Kentucky","KY","Long-term care/nursing home/assisted living facility","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",54,0,0,-0.184606023516803,-0.0910801876596986,0.0132626993661266,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Georgia","GA","Restaurant: Sit-down dining;Caterer","Salmonella enterica","Salmonella","Multiple","turkey, smoked;turkey, other;turkey, BBQ",NA,NA,"Other",NA,"Other/Unknown",54,3,0,0.585008094020837,-0.0910801876596986,0.0132626993661266,0.0555555555555556,0,"Present","Missing",1,0,0
2011,11,"2011-11","Fall","Florida","FL","Unknown","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",325,0,0,-0.184606023516803,-0.0910801876596986,0.186490607954986,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Nevada","NV","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",59,3,0,0.585008094020837,-0.0910801876596986,0.0164587862404598,0.0508474576271186,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","New Hampshire","NH","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",37,2,0,0.328470054841623,-0.0910801876596986,0.00239600399339374,0.0540540540540541,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Virginia","VA","Unknown","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",2,2,0,0.328470054841623,-0.0910801876596986,-0.0199766041269386,1,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Missouri","MO","Caterer","Unknown","Unknown","Seeded Vegetables","pasta, unspecified;green beans",NA,NA,"Other",NA,"Other/Unknown",23,0,0,-0.184606023516803,-0.0910801876596986,-0.00655303925473921,0,0,"Present","Missing",1,0,0
2011,11,"2011-11","Fall","Georgia","GA","Unknown","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",5,0,0,-0.184606023516803,-0.0910801876596986,-0.0180589520023387,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Oregon","OR","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",37,0,0,-0.184606023516803,-0.0910801876596986,0.00239600399339374,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Oregon","OR","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",3,1,0,0.0719320156624101,-0.0910801876596986,-0.019337386752072,0.333333333333333,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Oregon","OR","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",8,0,1,-0.184606023516803,2.34819422395872,-0.0161412998777388,0,0.125,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Oregon","OR","Long-term care/nursing home/assisted living facility","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",22,1,0,0.0719320156624101,-0.0910801876596986,-0.00719225662960585,0.0454545454545455,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Oregon","OR","Unknown","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",10,0,0,-0.184606023516803,-0.0910801876596986,-0.0148628651280055,0,0,"Missing","Missing",1,0,0
2011,11,"2011-11","Fall","Oregon","OR","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",21,0,0,-0.184606023516803,-0.0910801876596986,-0.00783147400447249,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Oregon","OR","Long-term care/nursing home/assisted living facility","Norovirus Genogroup I","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",19,0,0,-0.184606023516803,-0.0910801876596986,-0.00910990875420576,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Oregon","OR","Long-term care/nursing home/assisted living facility","Norovirus Genogroup I","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",25,0,0,-0.184606023516803,-0.0910801876596986,-0.00527460450500593,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","California","CA","Restaurant: Sit-down dining","Norovirus unknown","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",3,0,0,-0.184606023516803,-0.0910801876596986,-0.019337386752072,0,0,"Missing","Missing",1,0,0
2011,11,"2011-11","Fall","Minnesota","MN","Long-term care/nursing home/assisted living facility","Norovirus","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",39,0,1,-0.184606023516803,2.34819422395872,0.00367443874312702,0,0.0256410256410256,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Minnesota","MN","Long-term care/nursing home/assisted living facility","Norovirus","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",58,0,0,-0.184606023516803,-0.0910801876596986,0.0158195688655932,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Minnesota","MN","Long-term care/nursing home/assisted living facility","Norovirus","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",10,0,0,-0.184606023516803,-0.0910801876596986,-0.0148628651280055,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Minnesota","MN","Long-term care/nursing home/assisted living facility","Norovirus","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",74,0,2,-0.184606023516803,4.78746863557713,0.0260470468634594,0,0.027027027027027,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus Genogroup II","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",39,0,0,-0.184606023516803,-0.0910801876596986,0.00367443874312702,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Norovirus unknown","Norovirus",NA,NA,NA,NA,"Other",NA,"Other/Unknown",25,0,0,-0.184606023516803,-0.0910801876596986,-0.00527460450500593,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Wisconsin","WI","Long-term care/nursing home/assisted living facility","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",17,0,0,-0.184606023516803,-0.0910801876596986,-0.010388343503939,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Tennessee","TN","Child daycare/preschool","Campylobacter unknown","Campylobacter",NA,NA,NA,NA,"Other",NA,"Other/Unknown",13,0,0,-0.184606023516803,-0.0910801876596986,-0.0129452130034056,0,0,"Missing","Missing",0,0,0
2011,11,"2011-11","Fall","Tennessee","TN","Restaurant: Sit-down dining","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",17,0,0,-0.184606023516803,-0.0910801876596986,-0.010388343503939,0,0,"Missing","Missing",1,0,0
2011,11,"2011-11","Fall","Tennessee","TN","Unknown","Unknown","Unknown",NA,NA,NA,NA,"Other",NA,"Other/Unknown",18,0,0,-0.184606023516803,-0.0910801876596986,-0.0097491261290724,0,0,"Missing","Missing",0,0,0
